GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
view,com.jsql.view.swing.manager.util,ActionBruteForce,189,393,24,22,31,86,27,12,5,11
view,com.jsql.view.swing.manager.util,ModelBrute,0,12,0,0,0,1,0,1,0,1
view,com.jsql.view.swing.manager.util,JButtonStateful,0,15,0,0,0,6,0,3,0,3
view,com.jsql.view.swing.manager.util,ModelSpinner,0,15,0,0,0,1,0,1,0,1
view,com.jsql.view.swing.manager.util,ComboBoxTypeRenderer,8,44,2,4,2,10,2,3,0,2
view,com.jsql.view.swing.manager.util,StateButton,0,21,0,0,0,4,0,1,0,1
view,com.jsql.view.swing.manager.util,ModelItemType,0,9,0,0,0,1,0,1,0,1
view,com.jsql.view.swing.manager.util,ComboBoxMethodRenderer,8,46,2,4,2,12,2,4,0,3
view,com.jsql.view.swing.manager.util,SeparatorListener,17,13,2,0,4,5,2,1,1,1
view,com.jsql.view.swing.manager.util,CoderListener,31,47,3,1,8,16,3,5,1,5
view,com.jsql.view.swing.manager.util,ModelExploit,0,22,0,0,0,8,0,2,0,2
view,com.jsql.view.swing.terminal.util,KeyAdapterTerminal.new SwingWorker() {...},0,47,0,2,0,13,0,3,0,2
view,com.jsql.view.swing.terminal.util,BlockCaret,10,116,4,14,6,33,4,9,0,4
view,com.jsql.view.swing.terminal.util,KeyAdapterTerminal,62,312,13,37,13,71,12,23,1,9
